"idRefaccion","idClasificacion","pieza","modelo","unidad","costo","ultimo_costo","inventario_inicial","inventario_actual","equipo_armado_refacciones","inventario_fisico","faltante","rutaImagen","notas","estado","codigo","nombreCorto"
438,6,TORNILLO BOTON ALLEN INOX METRICA M3X50,M3X50,"1",,,,,,,,,"",0,,
439,6,TORNILLO BOTON ALLEN INOX METRICA M3X45,M3X45,"1",,,,,,,,,"",0,,
440,6,TORNILLO BOTON ALLEN INOX METRICA M3X30,M3X30,"1",,,,,,,,,"",0,,
441,6,TORNILLO BOTON ALLEN INOX METRICA M4X10,M4X10,"1",,,,,,,,,"",0,,
442,6,TORNILLO BOTON ALLEN INOX METRICA M4X12,M4X12,"1",,,,,,,,,"",0,,
443,55,"CINTA TEFLON 1"" USO INDUSTRIAL",USO INDUSTRIAL,"3",,,,,,,,,"",0,,
444,4,CONTACTO DUPLEX - DESCONTINUADO,"","1",,,,,,,,,"",0,"",
445,4,CONTACTO DE SOBREPONER DUPLEX SIN TIERRA,ECOSOD H87,"1",,,,,,,,,"",0,,
446,55,"CINTA TEFLON 3/4"" 13M USO INDUSTRIAL",TCTF3/4XH87,"1",,,,,,,,,"",0,,
447,4,"CINTA TEFLON 3/4"" 7M","7M","1",,,,,,,,,"",0,,
448,4,"CINTA TEFLON 1"" 7M","7M","1",,,,,,,,,"",0,,
449,72,JUEGO DE DESARMADOR TIPO MATRACA 24 PIEZAS,TRUPER,"1",,,,,,,,,"",0,,
450,36,SOPORTE CARCASA 2.5*20 IDM - PLASTICO,PARA RESINA,"1",,,,,,,,,BASE,0,"009-010",
451,36,BASE PANTALLA TDS DOBLE - IDM,GENERICO,"1",,,,,,,,,"",0,,
452,36,SOPORTE REDUCTOR MEMBRANA 3012 A T33-UV - IDM,"3012 A T33-UV IDM","1",,,,,,,,,REDUCCION,0,"009-003",
453,36,SOPORTE CARCASA MEMBRANA 3012 - PLASTICO IDM,IDM,"1",,,,,,,,,BASE ,0,"009-006",
454,55,CUBIERTA PANTALLA TDS - TPU IDM,IDM,"1",,,,,,,,,"",0,"009-002",
455,18,"CODO ACERO INOXIDABLE 2RH 1/4""","304","1",,,,,,,,,"",0,"001-010",
456,1,CONECTOR FESTO PLASTICO MANGUERA DE 6 MM OZONO,DSI,"1",,,,,,,,,"SIRVE PARA CONECTAR EL SOPORTE DE OZONO A LA MANGUERA, SE INSTALA EN EL CODO DE ACERO INOXIDABLE DEL DISPENSADOR",0,,
457,55,TAPA BASE ACERO INOXIDABLE,INOX,"1",,,,,,,,,"FABRICACION DE TAPA EN ACERO INOXIDABLE CAL 16 CON DOBLES Y DISEÑO SOLICITADA, CON DIMENSIONES GENERALES DE: 46 CM DE ANCHO X 37 CM DE FONDO CON CEJAS PERIMETRAL DE 4 CM, SE CONSIDERA APLICACION DE SOLDADURA EN PROCESO TIG Y ACABADO PULIDO.",0,,
458,19,"TEE 2CM 1/4"" A RM 1/4"" - PLASTICO LINEAL","1007","1",,,,,,,,,"2 CONEXION MANGUERA TIPO CODO A ROSCA MACHO TODO 1/4",0,"001-026",
459,46,BASE LAMINA 40*22 OSMOSIS 100GDP,"40*22 ","1",,,,,,,,,BASE DONDE SE ARMA EL OSMOSIS DE 100GDP,0,,
460,20,"LLAVE DE GANSO 1/4"" - PEQUEÑA MANGO PLASTICO","607670","1",,,,,,,,,"",0,"012-003",
461,36,SOPORTE CARCASA MEMBRANA 1812 - 2012 - PLASTICO,"57 MM","1",,,,,,,,,BASE ORIGINAL,0,"009-008",
462,36,SOPORTE CARCASA MEMBRANA 1812 - 2012 - IDM PLASTICO,"4002","1",,,,,,,,,BASE - IDM 57 MM,0,"009-007",
463,36,SOPORTE CARCASA UV-T33 - PLASTICO,"45 MM","1",,,,,,,,,BASE ORIGINAL,0,"009-009",
464,36,SOPORTE CARCASA UV-T33 - IDM PLASTICO,IDM 45 MM,"1",,,,,,,,,BASE,0,"009-005",
465,36,SOPORTE INACTIVO,IDM,"1",,,,,,,,,"",1,,
466,36,SOPORTE REDUCTOR MEMBRANA 1812 A T33-UV - IDM,"1812 A UV-T33 IDM","1",,,,,,,,,REDUCCION,0,"009-004",
467,33,CAJA PARA GUARDAR CABLES VARIOS - PLASTICO IDM,IDM,"1",,,,,,,,,"",0,"009-001",
468,10,"FILTRO 5 MICRAS (PP) DE 4.5""x20""","607880","1",,,,,,,,,polyspun,0,"004-014","PP-4.5*20"""
469,10,"FILTRO (GAC) DE 4.5""X20"" DE 5 MICRAS","607887","1",,,,,,,,,CARTUCHO DE CARBON ACTIVADO,0,"004-008","GAC-4.5*20"""
470,52,"CARCASA DE MEMBRANA 3013 3TO 3/8""","400 A 800 GDP CHINO","1",,,,,,,,,"CARCASA DE MEMBRANA 3013 -3/8"" 400GDP, 600GDP, 400 GDP, MODELO LARGO MODELO CHINO 800",0,"004-024",
471,51,MEMBRANA 800GDP - 3013,"3013","1",,,,,,,,,"PARA SISTEMAS ÓSMOSIS INVERSA, INDUSTRIAL, CHINO",0,"004-026",
472,53,"VALVULA DE ALIVIO PRESION DE AGUA 3/8"" TIPO TORRE","ETK-CT 3/8""","1",,,,,,,,,"Válvula de alivio de presión de agua, regulador reductor de presión de agua, manguera, conexión rápida, sistema de ósmosis inversa RO",0,,
473,53,"VALVULA DE ALIVIO PRESION DE AGUA 2CM 1/4"" TIPO TORRE","ETK-CT 1/4""","1",,,,,,,,," Válvula de alivio de presión de agua, regulador reductor de presión de agua, manguera, conexión rápida, sistema de ósmosis inversa RO",0,"001-083",
474,53,"VALVULA DE ALIVIO PRESION DE AGUA 3/8"" TIPO TROMPO","3/8""","1",,,,,,,,,"Válvula de alivio de presión de agua RO, regulador reductor de presión de agua, manguera OD de 1/4 ""3/8"", conexión rápida, sistema de ósmosis inversa RO",0,,
475,53,"VALVULA DE ALIVIO PRESION DE AGUA 1/4"" TIPO TROMPO","1/4""","1",,,,,,,,,"Válvula de alivio de presión de agua RO, regulador reductor de presión de agua, manguera OD de 1/4 ""3/8"", conexión rápida, sistema de ósmosis inversa RO",0,,
476,10,FILTRO REFRIGERADOR SAMSUNG DA97-17376B,A97-17376B,"1",,,,,,,,,"Reemplazo de filtro de agua para refrigerador Samsung original, DA97-17376B, EXP, 3 piezas, HAF-QIN",0,,
477,10,FILTRO REFRIGERADOR GENERAL ELECTRIC MWF,MWF,"1",,,,,,,,,"Reemplazo del filtro de agua del refrigerador general electric MWF, 1 paquete",0,,
478,10,FILTRO REFRIGERADOR LG LT1000P,LG LT1000P,"1",,,,,,,,,"Recambio de filtro para refrigerador LG LT1000P, ADQ74793501, ADQ74793502, MDJ64844601, Kenmore 46-9980, 9980, 1 paquete",0,,
479,10,FILTRO REFRIGERADOR LG LT700P,LG LT700P,"1",,,,,,,,,"LG-Repuesto de filtro de agua para refrigerador LT700P, ADQ36006101, ADQ36006102, KENMORE 469690, 2 paquetes",0,,
480,10,FILTRO REFRIGERADOR GENERAL ELECTRIC CO GE XWF,XWF,"1",,,,,,,,,"Reemplazo de filtro de agua para refrigerador General Electric Co GE XWF, paquete de 1 unidad",0,,
481,10,FILTRO REFRIGERADOR BOSCH 644845 9000194412,"644845 9000194412","1",,,,,,,,,"Bosch-filtro de agua para refrigerador, repuesto 644845 9000194412, ultra-clean, 1 paquete",0,,
482,10,FILTRO REFRIGERADOR FRIGIDAIRE WF3CB,WF3CB,"1",,,,,,,,,"Frigidaire WF3CB-filtro de repuesto puresses, 1 paquete",0,,
483,10,FILTRO REFRIGERADOR LG LT600P,LG LT600P,"1",,,,,,,,,"Reemplaza el filtro de refrigerador LG LT600P, adecuado para 5231JA2006, 5231JA2006A, 5231JA2005A, 5231JA2006F, 5231JJ200 1C. 1",0,,
484,10,FILTRO REFRIGERADOR LG M7251242FR-06,M7251242FR-06,"1",,,,,,,,,"Filtro de agua LG de repuesto, M7251242FR-06, M7251252FR-06, M7251253-06,",0,,
485,55,"FLOTADOR CONTROL DE NIVEL DE AGUA AUTOMATICO 1/2""","1/2""","1",,,,,,,,,"Válvula de bola flotante de acero inoxidable, Control automático del nivel de agua, flotador, tanque de agua, torre de apagado, 1/2, 3/4",0,,
486,55,"FLOTADOR CONTROL DE NIVEL DE AGUA AUTOMATICO 3/4""","3/4""","1",,,,,,,,,"Válvula de bola flotante de acero inoxidable, Control automático del nivel de agua, flotador, tanque de agua, torre de apagado, 1/2, 3/4",0,,
487,55,ETIQUETA ADHESIVA TRANSPARENTE 40*60,TM4060,"1",,,,,,,,,https://es.aliexpress.com/item/1005006484067103.html?spm=a2g0o.order_detail.order_detail_item.3.57cf39d33np85o&gatewayAdapt=glo2esp,0,,
488,55,ETIQUETA ADHESIVA  PARA FOLDER 50*60 ROUXIA ,"333-5060-ROUXIA","1",,,,,,,,,https://es.aliexpress.com/item/1005006438300928.html?spm=a2g0o.order_detail.order_detail_item.5.57cf39d33np85o&gatewayAdapt=glo2esp,0,,
489,55,ETIQUETA ADHESIVA TRANSPARENTE 40*20,TM4020,"1",,,,,,,,,https://es.aliexpress.com/item/1005006484067103.html?spm=a2g0o.order_detail.order_detail_item.3.57cf39d33np85o&gatewayAdapt=glo2esp,0,,
490,55,IMPRESORA TERMICA PORTATIL B21 NEGRA,B21S,"1",,,,,,,,,"Niimbot-Mini impresora térmica portátil B21, máquina de impresión de etiquetas adhesivas de bolsillo, inalámbrica, Bluetooth",0,,
491,34,FUENTE DE ALIMENTACION 120V AC/ 24 VDC 8A,"8A (49)","1",,,,,,,,,https://es.aliexpress.com/item/32986101102.html?spm=a2g0o.order_detail.order_detail_item.4.7dc839d3QZT48x&gatewayAdapt=glo2esp,0,"002-059",
492,13,TANQUE PRESURIZADO FLEXILITE 65 GAL VERTICAL - 246 LITROS,"65 GAL","1",,,,,,,,,TANQUE PRESURIZADO FLEXILITE 65 GAL VERTICAL - 246 LITROS,0,"007-014",
493,13,TANQUE FLEXILITE 90GL-340L ,FIBRA DE VIDRIO,"1",,,,,,,,,TANQUE FLEXILITE 90GL-340L,0,"007-007",
494,10,"FILTRO (CTO) DE 2.5"" X 20"" - 5 MICRAS","607895","1",,,,,,,,,"FILTRO (CTO) DE 2.5"" X 20"" - 5 MICRAS",0,"004-009","CTO-2.5*20"""
495,69,"CARCASA DE FILTRO DE 2.5""*10"" DE 3/4"" - AZUL","607763","1",,,,,,,,,"Cartucho de filtro de 20 pulgadas, prefiltro azul de alto flujo, Conector de cobre de 3/4 pulgadas, carcasa de filtro comercial y doméstica.
PORTACARTUCHO AZUL # 10 EN 3/4"", CON PURGADOR ",0,"004-019",
496,69,"CARCASA DE FILTRO DE 2.5""*10"" DE 1/4"" TAPA PLANA","607761","1",,,,,,,,,"",0,"004-021",
497,6,"PIJA PARA LAMINA # 10, 1-1/2",TPILA10XH872,"1",,,,,,,,,"",0,,
498,55,SILICON TRANSPARENTE,SSI4T09 H87,"1",,,,,,,,,"",0,,
499,55,CINTA DE AISLAR 18M X 19MM,TM33X,"1",,,,,,,,,"",0,,
500,55,"CINTA DE ASILAR # 33 18M, AZUL","31201502 TM33Z H87","1",,,,,,,,,"",0,,
501,55,"CINTA TEFLON  1/2"", 13M","31201500 TCTF1/2X87","1",,,,,,,,,"",0,,
502,74,FUNDA PROTECTORA DE PLASTICO CONECTOR ELECTRICO 4.8mm,GENERICO,"1",,,,,,,,,FUNDA PROTECTORA DE PLASTICO CONECTOR ELECTRICO 4.8mm 4.8 sheath,0,"002-073",
503,79,"JUNTA DE SELLADO CARCASA FILTRO 2.5""*10""","92*8.5*.4","1",,,,,,,,,"Juntas de repuesto para filtros de agua, juntas tóricas de goma a prueba de fugas, universales, 10 pulgadas, 10 filtros. DIAMETRO EXTERIOR 9.2 CM, DIAMETRO INTERIOR 8.5 CM, GRUESO .4 CM",0,"004-046",
504,11,"LLAVE DE GANSO 3/8"" - GRANDE - CROMADA","SHNUOM 3/8""","1",,,,,,,,,"Grifo purificador de agua de cuello de cisne, filtro de agua potable de ósmosis inversa, cromado, 3/8 "", PE, conexión rápida, núcleo de cerámica",0,"012-004",
505,25,"VALVULA DE RETENCION 1/4"" - PLASTICO Hose-4",Straight Hose-4,"1",,,,,,,,,"Válvula de retención recta para codo de agua RO, accesorio de acoplamiento rápido, manguera 1/4 3/8, sistema de ósmosis inversa macho de 1/8 "", Conector de tubería de plástico. ",0,"001-080",
506,25,"CONECTOR VALVULA DE RETENCION 2CM 3/8"" - PLASTICO 9 52mm",For 9 52mm OD Hose,"1",,,,,,,,,"Válvula de retención recta para codo de agua RO, accesorio de acoplamiento rápido, manguera 1/4 3/8, sistema de ósmosis inversa macho de 1/8 "", Conector de tubería de plástico.",0,"001-082",
507,20,"LLAVE DE GANSO FLEXIBLE  1/4"" - CROMADO",FLEXIBLE,"1",,,,,,,,,"Grifo purificador de agua de cuello de cisne Universal, 1/4 de PE de conexión rápida "", acero inoxidable 304, agua potable directa, ósmosis inversa. LLAVE DE GANSO FLEXIBLE  1/4"" - PEQUEÑA CROMADO",0,"012-005",
508,1,CONECTOR FESTO ACERO INOXIDABLE MANGUERA DE 6 MM OZONO,"PC, 6mm OD Hose, 1I4 Thread","1",,,,,,,,,"Adaptador de acero inoxidable 304, 1/8, 1/4, 3/8, 1/2 PT, rosca 4, 6, 8, 10, 12mm, Conector de conexión rápida de tubo de compresión de aire neumático",0,"001-077",
509,34,FUENTE DE ALIMENTACION 120V AC/ 24 VDC 10A,"10A, US Plug, 24V (48)","1",,,,,,,,,https://es.aliexpress.com/item/1005005771729471.html?spm=a2g0o.order_detail.order_detail_item.4.16b439d3dVUCIB&gatewayAdapt=glo2esp,0,"002-060",
510,79,"JUNTA DE SELLADO 105x95x5mm CARCASA FILTRO 2.5""*20""","105x95x5mm","1",,,,,,,,,"Anillo de sellado de botella con filtro de 20 pulgadas, junta tórica de goma de silicona, purificador de agua, anillo de cuero grueso, anillo impermeable de 105x95x5mm",0,"004-048",
511,79,"JUNTA DE SELLADO CARCASA FILTRO 4.5""*20""","143x132x5,5","1",,,,,,,,,"Anillo de sellado de botella de filtro de grasa grande, goma de silicona, purificador de agua, anillo de cuero grueso, anillo impermeable 143x132x5,5",0,"044-046",
512,38,"JUNTA DE SELLADO FILTRO 2.5""*10""",Heightening Silica gel Gasket,"1",,,,,,,,,"Purificador de agua a presión, elemento de filtro plano, junta de gel de sílice, grosor de 3mm, anillo de sellado de filtro a prueba de fugas de botella",0,,
513,25,"VALVULA DE RETENCION 1/4"" - PLASTICO Hose-6",Straight Hose-6,"1",,,,,,,,,"Válvula de retención recta para codo de agua RO, accesorio de acoplamiento rápido, manguera 1/4 3/8, sistema de ósmosis inversa macho de 1/8 "", Conector de tubería de plástico.  VALVULA DE RETENCION 1/4"" - PLASTICO",0,"001-081",
514,25,"VALVULA DE RETENCION 2CM 1/4"" - PLASTICO Hose-2",Straight Hose-2,"1",,,,,,,,,"Válvula de retención recta para codo de agua RO, accesorio de acoplamiento rápido, manguera 1/4 3/8, sistema de ósmosis inversa macho de 1/8 "", Conector de tubería de plástico.  VALVULA DE RETENCION 1/4"" - PLASTICO Hose-2",0,"001-079",
515,12,BOMBA PRESURIZADORA 1/6 HP1,AQC-15,"1",,,,,,,,,"",0,"003-009",
516,79,"JUNTA DE SELLADO 100x96x5mm CARCASA FILTRO 2.5""*20"" O-RING",OD100xCS5-10pcs,"1",,,,,,,,,"JUNTA DE SELLADO 100x96x5mm CARCASA FILTRO 2.5""*20""",0,"004-049",
517,46,BASE TIPO CHAROLA ACERO INOX 70*30*40,"","1",,,,,,,,,"",0,,
518,10,FILTRO REFRIGERADOR SAMSUNG DA97-08006A,DA97-08006A,"1",,,,,,,,,"Reemplazo de filtro de agua de refrigerador Samsung, DA29-00020B DA29-00020A para Samsung/B, HAF-CIN/EXP, RF28HFEDBSR, DA97-08006A",0,,
519,55,"MEDIDOR DE PRESION DE AGUA 150 PSI TO 1/4""","1I4 Pipe Gauge","1",,,,,,,,,"Medidor de presión de agua para el hogar, purificador de agua para grifo, medidor de alivio de presión, regulador 1/4, manguera de tubería, rosca 1/2, 0-1MPa, 150PSI RO",0,,
520,14,"TEE 2CM 3/8"" A RM 1/4"" - PLASTICO","PB, 3I8 Hose-1I4 Thread","1",,,,,,,,,https://es.aliexpress.com/item/100500 2543221511.html?spm=a2g0o.order_detail.order_detail_item.4.3cec39d3TGRgiP&gatewayAdapt=glo2esp,0,"001-027",
521,19,"CONECTOR CM 3/8"" A RHE 1/4"" - PLASTICO","PCF, 3I8 Hose-1I4 Thread","1",,,,,,,,,https://es.aliexpress.com/item/100500 2543221511.html?spm=a2g0o.order_detail.order_detail_item.7.3cec39d3TGRgiP&gatewayAdapt=glo2esp,0,"",
522,18,"CODO CM 3/8"" A RH 1/4"" - PLASTICO","PLF, 3I8 Hose-1I4 Thread","1",,,,,,,,,https://es.aliexpress.com/item/10050 02543221511.html?spm=a2g0o.order_detail.order_detail_item.10.3cec39d3TGRgiP&gatewayAdapt=glo2esp,0,"001-008",
523,80,PORTA LAMPARA UV 6W,"2001","1",,,,,,,,,PL-UV6W,0,"005-008",
524,47,LAMPARA UV 6W,"607750","1",,,,,,,,,L-UV6W,0,"005-001",UV 6W
525,80,MANGA DE CUARZO LAMPARA 6W,"607754","1",,,,,,,,,MCL-UV6W,0,"005-009",
526,56,BALASTRO LAMPARA UV DE 110V/ 6 WATTS,"607752","1",,,,,,,,,B-UV6W,0,"005-004",
527,12,"DOSIFICADORA CLORO PULSATRON C 30 GDP, 80PSI 110V","605016","1",,,,,,,,,"",0,"003-012",
528,10,"CLAIRIFY RO10, 10""*2"", 0.5GPM","654501","1",,,,,,,,,"CLAIRIFY RO10, 10""*2"", 0.5GPM CONEXION 1/4 FTP, 3/8""",0,"004-035","DC-10""*2"""
529,6,TORNILLO HEXAGONAL INOX METRICA M4X20,"M4 ( 10set ), 20mm","1",,,,,,,,,"Juego de tornillos y tuercas hexagonales de acero inoxidable, extensión completa grande",0,,
530,6,TORNILLO HEXAGONAL INOX METRICA M6X20,"M6 (5set), 20mm","1",,,,,,,,,"Juego de tornillos y tuercas hexagonales de acero inoxidable, extensión completa grande",0,,
531,79,"JUNTA DE SELLADO 90x5mm CARCASA FILTRO 2.5""*10"" O-RING",OD90xCS5-10pcs,"1",,,,,,,,,"JUNTA DE SELLADO 90x5mm CARCASA FILTRO 2.5""*20"" O-RING",0,"004-047",
532,10,"FILTRO (GAC) DE 2.5"" X 20"" DE 5 MICRAS","607885","1",,,,,,,,,"FILTRO (GAC) DE 2.5"" X 20"" DE 5 MICRAS CARBON ACTIVADO GRANULAR",0,"004-001","GAC-2.5*20"""
533,49,DESCALCIFICADOR INTERNO 99% PP - TABLETAS TIPO ESCUDO,YQ3520 - 99% FOF,"1",,,,,,,,,DESCALCIFICADOR INTERNO 99% FILTRO PP - TABLETAS TIPO ESCUDO,0,"006-010",
534,49,"FILTRO INHIBIDOR DE ESCALA FOF 10""",SY-FOF,"1",,,,,,,,,"Filtro purificador de agua de 10 pulgadas, sistema de ósmosis inversa Ro, 248x76mm. 
VOLUMEN DE PURIFICACION DE AGUA 2 LITROS POR MINUTO
PRESION DE AGUA APLICABLE: 0,1 - 0,4 MPA
VOLUMEN DE AGUA PURIFICADA 3-7 T
COMPOSICION: 24 GRMS FOF - 318 GRMS CARBON",0,"004-005",
535,49,DESCALCIFICADOR AL-WS100,AL-WS100,"1",,,,,,,,,"ALTHY AL-WS100-sistema suavizante de agua para toda la casa, máquina anticorrosión, anticorrosión y agua dura, IPS
● Anti-escalado:

El sistema IPSE cambia la estructura de iones en el agua que pasa a través del equipo, de modo que Ca + (iones de calcio),",0,"006-008",
536,81,"SDS PLUS EXTENSION 110mm SIERRA AGUJERO PARED, BROCA HORMIGON","110mm","1",,,,,,,,,"",0,"020-005",
537,81,"SDS PLUS EXTENSION 200mm SIERRA AGUJERO PARED, BROCA HORMIGON","200mm","1",,,,,,,,,"SDS PLUS EXTENSION 200mm SIERRA AGUJERO PARED, BROCA HORMIGON",0,"020-004",
538,81,"SDS PLUS SIERRA AGUJERO PARED, BROCA HORMIGON 40mm","40mm","1",,,,,,,,,"SDS PLUS SIERRA AGUJERO PARED, BROCA HORMIGON ",0,"020-003",
539,81,"SDS PLUS SIERRA AGUJERO PARED, BROCA HORMIGON 45mm","45mm","1",,,,,,,,,"",0,"020-002",
540,81,BROCA RECUBIERTA DIAMANTE 14mm PARA GRANITO,"14mm","1",,,,,,,,,"",0,,
541,42,"SOLENOIDE 24V DC CM1/4"" - CON LIMITE DE FLUJO 300cc-18SEG SIN PANTALLA",FPD-90J30-DC24V,"1",,,,,,,,,"Válvula Solenoide purificadora de agua, dispositivo de conexión rápida CNKB DC24V RO con límite de flujo de 300CC y 18 segundos, descarga automática",0,"002-062",
542,49,PRE FILTRO INHIBIDOR DE ESCALA OSWNKW-07,OSWNKW-07,"1",,,,,,,,,"FILTRO INHIBIDOR DE ESCALA OSWNKW-07
FLUJO 5 LITROS POR MINUTO
VOLUMEN TOTAL 20,000 LITROS
RECAMBIO CADA 6 MESES",0,"006-002",
543,82,"TEE DN 15 - 1/2"" 20mm OSWNKW-06 PARA FILTRO INHIBIDOR DE ESCALA OSWNKW-07",OSWNKW-06,"1",,,,,,,,,https://es.aliexpress.com/item/1005006401779922.html?spm=a2g0o.order_list.order_list_main.126.73c8194dtH4hzg&gatewayAdapt=glo2esp,0,"006-003",
544,55,"TUBO AISLADOR RUIDO MANGUERA 3/8""","39121719","1",,,,,,,,,"PIEZA DE 1.8 DE LARGO SALEN 4 PIEZAS. INSUL TUBE MOD. INST002 3/8 Tubo de goma de esponja de 1,8 M, soporte de tubería impermeable negro, aislamiento térmico Tubular, Protector de tubo de manga protectora TUBO DE ESPUMA",0,,
545,13,TANQUE PRESURIZADO AQUEX 24 LTS,TPQH-6,"1",,,,,,,,,"",0,"007-013",
546,13,TANQUE P/RO 11G METALICO,"608291","1",,,,,,,,,"",0,"007-001",
547,10,"CLAIRIFY RO10, 6""*2"", 0.5GPM","654500","1",,,,,,,,,"CLAIRIFY RO10, 6""*2"", 0.5GPM",0,"004-066","DC-6""*2"""
548,49,"FILTRO INHIBIDOR DE ESCALA FOF 20""",IDM,"1",,,,,,,,,"FILTRO INHIBIDOR DE ESCALA FOF 20"" ECHO EN IDM CON 2 DESCALCIFICADOR INTERNO 10G 95% PP - PASTILLAS Y 600 GRMS DE CARBON VEGETAL",0,"006-011",
549,13,TANQUE P/RO 6G METALICO,"608290","1",,,,,,,,,TANQUE P/RO 6G METALICO,0,"007-005",
550,55,"TUBO AISLADOR RUIDO MANGUERA 1/4""",A1,"1",,,,,,,,,"PIEZA DE 1.8 DE LARGO SALEN 4 PIEZAS. INSUL TUBE MOD. INST002 3/8 Tubo de goma de esponja de 1,8 M, soporte de tubería impermeable negro, aislamiento térmico Tubular, Protector de tubo de manga protectora. TUBO DE ESPUMA",0,,
551,12,DOSIFICADORA CLORO 110V 3.6 L/H,FH1457 - 03008,"1",,,,,,,,,"Bomba dosificadora de ácido, equipo electromagnético automático de microdosificación cuantitativa, diafragma eléctrico, 220V, 110V",0,"003-013",
552,66,SUAVIZADOR DE GABINETE AQUEX VALVULA 604 MEDIDOR 1.25FT3,"651491","1",,,,,,,,,"",0,"011-013",
553,13,TANQUE P/RO 20G METALICO,"608292","1",,,,,,,,,"654501",0,"007-012",
554,59,BATERIA DE POLIMERO DE LITIO 1.2V 40MaH,Ni-MH 40H,"1",,,,,,,,,"Batería recargable Ni-MH de 1,2 V y 40mAh, pila de botón con pines de soldadura para juguetes, temporizador, LED, calendario, energía Solar eléctrica, novedad",0,,
555,11,"VALVULA ESFERA CM 3/8"" A RH 1/4"" - PLASTICO","2 VIAS - TIPO L (TANQUE)","1",,,,,,,,,"LLAVE, CM=CONEXION MANGUERA, RH=ROSCA HEMBRA o INTERIOR",0,"001-046",
556,11,"VALVULA ESFERA CM 3/8"" A RH 3/8"" - PLASTICO","2 VIAS - TIPO L (TANQUE)","1",,,,,,,,,"LLAVE, CM=CONEXION MANGUERA, RH=ROSCA HEMBRA o INTERIOR",0,"001-043",
557,61,PANTALLA TDS DUAL PARA MAQUINA DE AGUA (PLACA DE CONTROL) PARA DOS SENSORES,DUAL TDS,"1",,,,,,,,,"",0,"002-019",
558,24,"HOLDER SENSOR MANGUERA 3/8""",SOPORTE,"1",,,,,,,,,PARA SENSOR DE AGUA DEL OSMOSIS DETECTA FALTA DE AGUA (NO PRESION SOLO AGUA),0,,
559,24,"HOLDER SENSOR MANGUERA 1/4""",SOPORTE,"1",,,,,,,,,PARA SENSOR DE AGUA DEL OSMOSIS DETECTA FALTA DE AGUA (NO PRESION SOLO AGUA),0,,
560,8,MANGUERA DE SILICON RESISTENTE A LA CORROSION GRIS GRADO ALIMENTICIO,ID4MM OD7MM,"3",,,,,,,,,"Tubo de ozono de silicona de grado alimenticio, tubo gris de 4x7mm que funciona con menos de 60 y 220 grados, resistente al ozono, gran resistencia, 5 metros/lote",0,"008-006",
561,55,PIEDRA POROSA DE BURBUJA DE AIRE PARA OZONO BLANCO,"","1",,,,,,,,,"",0,"002-029",
562,55,GRAPA CURVA 16MM BLANCA,EGCU16BH87,"1",,,,,,,,,"",0,,
563,55,GRAPA CURVA 12 MM BLANCA,EGCU12BH87,"1",,,,,,,,,"",0,,
564,55,ABRAZADERA DE TUBO TIPO U 1/2' PLASTICO,EAU1/2H87,"1",,,,,,,,,"",0,,
565,55,ABRAZADERA DE TUBO TIPO U 3/8',EAU3/8H87,"1",,,,,,,,,"",0,,
566,55,GRAPA CABLE PLANO BCO 5MM X 8.5 MM,EGPL8B,"1",,,,,,,,,"",0,,
567,55,SELLADOR TRANSPARENTE 100% DE SILICA 85GRM,TSIL85TH87,"1",,,,,,,,,"",0,,
568,55,GRAPA CURVA 10 MM BLANCA,EGCU10BH87,"1",,,,,,,,,"",0,,
569,55,GRAPA CURVA 8MM BLANCA,EGCU8BH87,"1",,,,,,,,,"",0,,
570,55,"PINZA DE PRESION 5"" MORDAZA CURVA",TPPT5C,"1",,,,,,,,,"",0,,
571,55,LLAVE AJUSTABLE PERICO PECO6P,PPECO6P,"1",,,,,,,,,"",0,,
572,55,"PINZA DE PRESION 4"" MORDAZA CURVA",TPPT4C,"1",,,,,,,,,"",0,,
573,55,ACEITE AFLOJATODO 110ML COLGANTE,TWT110H87,"1",,,,,,,,,"",0,,
574,55,SUBDRIVE UTILITY FRANKLIN 1/2-2HP 230V 3H/3F SN:23C151502409A,VARIADOR DE PRESION DE AGUA FRANKLIN 230V - 5870202303,"1",,,,,,,,,DISTRIBUIDOR RIVAS (FERRETERA Y MAQUINARIA DEL BAZAR),0,"030-003",
575,13,TANQUE HIDRONEUMATICO LGT LITLLE GIANT 6G METAL ,LGT16G,"1",,,,,,,,,DISTRIBUIDOR RIVAS (FERRETERA Y MAQUINARIA DEL BAZAR SA DE CV),0,"007-010",
576,55,TERMOENCOGIBLES # 10,KITEMP10,"1",,,,,,,,,"",0,"031-001",
577,83,SOLENOIDE 12V RM1/2,"12V","1",,,,,,,,,SIRVE PARA DISPENSADORES DE AGUA CON GARRAFON ABAJO,0,"002-065",
578,42,"SOLENOIDE 24V DC CM1/4"" CON REGULADOR DE FLUJO PARA PANTALLA",FCD-D,"1",,,,,,,,,https://es.aliexpress.com/item/1005005202942307.html?spm=a2g0o.order_list.order_list_main.62.4ae9194dlGtwzG&gatewayAdapt=glo2esp,0,"002-061",
579,13,"TANQUE DE SALMUERA 18"" X 33"" CON TAPA","601071","1",,,,,,,,,"",0,"007-008",
580,12,BOMBA SUMERGIBLE ARENKA 1/2 HP GPM 4 ETAPAS 1/60/120-127V,"20AQD05121","1",,,,,,,,,"",0,"003-011",
